-
AT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121230|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121230|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121230|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121230|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121248|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121248|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121248|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121248|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121250|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121250|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121250|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121250|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121311|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121311|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121311|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121311|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017121311|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017121311|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017121311|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017121311|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017121311|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017121311|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017121311|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017121311|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017121311|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017121311|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3703
20201017121311|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017121311|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017121311|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017121318|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121318|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121318|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121318|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017121318|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 89 para a SEFAZ
20201017121320|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017121320|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017121320|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017121321|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121325|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121325|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017121325|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017121325|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121326|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121326|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121326|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017121327|SAT-AC|info|nvl 1:(EnviarDadosVenda):247962 CF-e-SAT CFe35201003476811031111590009412350037040272372 gerado com sucesso
20201017121327|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017121345|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121345|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121345|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121345|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121347|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121347|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121347|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121347|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121408|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121408|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121408|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121408|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121409|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121409|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121409|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121409|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121412|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017121412|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017121412|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121413|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121413|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121413|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017121414|SAT-AC|info|nvl 1:(EnviarDadosVenda):248112 CF-e-SAT CFe35201003476811031111590009412350037055045237 gerado com sucesso
20201017121414|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017121428|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121428|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121428|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121428|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017121428|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 90 para a SEFAZ
20201017121432|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121438|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121438|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121438|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121438|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017121438|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017121438|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017121438|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017121438|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017121439|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017121439|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017121439|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017121439|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017121439|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017121439|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3705
20201017121439|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017121439|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017121439|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017121447|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017121447|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017121447|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017121449|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121452|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121452|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121452|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121452|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121453|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017121454|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017121454|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121454|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121454|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121455|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017121456|SAT-AC|info|nvl 1:(EnviarDadosVenda):248304 CF-e-SAT CFe35201003476811031111590009412350037060615070 gerado com sucesso
20201017121456|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017121509|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121509|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121509|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121509|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121522|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121522|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121522|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121522|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121523|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017121523|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017121523|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121524|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121524|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121524|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121525|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121525|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121528|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017121528|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017121528|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121529|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121529|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121541|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121541|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121541|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121541|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121542|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121542|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121542|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121542|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017121542|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 91 para a SEFAZ
20201017121547|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121601|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121601|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121601|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121601|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017121601|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017121601|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017121601|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017121601|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017121601|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017121602|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017121602|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017121602|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017121602|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017121602|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3706
20201017121602|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017121602|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017121602|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017121608|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121608|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121608|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121608|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121610|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017121610|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017121610|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017121611|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121619|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017121620|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017121620|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017121620|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017121620|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017121620|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 30
20201017121621|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Error observed by underlying SSL/TLS BIO: Connection reset by peer
20201017121621|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect error in tcp_connect()
20201017121621|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121621|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017121622|SAT-AC|info|nvl 1:(EnviarDadosVenda):248789 CF-e-SAT CFe35201003476811031111590009412350037078605719 gerado com sucesso
20201017121622|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017121632|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121632|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121632|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121632|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121642|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121642|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121642|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121642|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017121642|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 92 para a SEFAZ
20201017121646|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121652|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121652|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121652|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121652|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121707|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121707|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121707|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121707|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121712|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121712|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121712|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121712|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017121712|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017121712|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017121712|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017121712|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017121712|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017121712|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017121712|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017121712|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017121712|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017121712|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3707
20201017121712|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017121712|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017121712|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017121721|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017121721|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017121721|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017121722|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121728|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121728|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121728|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121728|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121742|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121742|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121742|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121742|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121749|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121749|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121749|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017121749|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017121749|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 93 para a SEFAZ
20201017121750|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121803|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121803|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121803|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121803|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017121810|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121810|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121810|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121810|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121823|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017121823|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017121823|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121823|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017121823|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017121823|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017121823|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017121823|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017121823|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017121823|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017121823|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017121823|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017121823|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017121823|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3707
20201017121823|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017121823|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017121823|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017121830|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017121830|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017121830|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017121830|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017121832|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017121832|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017121832|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
